INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,103,ADMIMETH_1,-1.5554,0.2029,58.777,1,0
I00699,103,ADMIMETH_2,0,,,0,
I00699,103,ADMIMETH_3,0,,,0,
I00699,103,ADMISSION_MONTH_1,0.0176,0.1149,0.0235,1,0.8782
I00699,103,ADMISSION_MONTH_2,-0.259,0.1233,4.4151,1,0.0356
I00699,103,ADMISSION_MONTH_3,-0.0151,0.1116,0.0183,1,0.8925
I00699,103,ADMISSION_MONTH_4,-0.0123,0.1153,0.0113,1,0.9154
I00699,103,ADMISSION_MONTH_5,-0.1028,0.1127,0.8308,1,0.362
I00699,103,ADMISSION_MONTH_6,-0.1486,0.1139,1.7015,1,0.1921
I00699,103,ADMISSION_MONTH_7,-0.1077,0.1127,0.9138,1,0.3391
I00699,103,ADMISSION_MONTH_8,0,,,0,
I00699,103,ADMISSION_MONTH_9,-0.1009,0.1125,0.8041,1,0.3699
I00699,103,ADMISSION_MONTH_10,-0.0373,0.1108,0.1134,1,0.7363
I00699,103,ADMISSION_MONTH_11,-0.0331,0.1127,0.0863,1,0.7689
I00699,103,ADMISSION_MONTH_12,0.1396,0.1091,1.6374,1,0.2007
I00699,103,AGE_GROUP_1,-12.9722,294.2131,0.0019,1,0.9648
I00699,103,AGE_GROUP_2,-12.9986,205.0628,0.004,1,0.9495
I00699,103,AGE_GROUP_3,-12.9737,215.643,0.0036,1,0.952
I00699,103,AGE_GROUP_4,-2.1178,1.0037,4.4518,1,0.0349
I00699,103,AGE_GROUP_5,-2.3142,1.004,5.3127,1,0.0212
I00699,103,AGE_GROUP_6,-2.6413,1.0039,6.9229,1,0.0085
I00699,103,AGE_GROUP_7,-2.7465,1.0036,7.4887,1,0.0062
I00699,103,AGE_GROUP_8,-2.193,0.7121,9.4841,1,0.0021
I00699,103,AGE_GROUP_9,-1.7607,0.5831,9.1196,1,0.0025
I00699,103,AGE_GROUP_10,-1.561,0.5061,9.5135,1,0.002
I00699,103,AGE_GROUP_11,-1.2255,0.3854,10.1081,1,0.0015
I00699,103,AGE_GROUP_12,-0.4827,0.2296,4.4199,1,0.0355
I00699,103,AGE_GROUP_13,-0.5202,0.1921,7.3311,1,0.0068
I00699,103,AGE_GROUP_14,-0.4379,0.159,7.589,1,0.0059
I00699,103,AGE_GROUP_15,-0.2922,0.1278,5.2226,1,0.0223
I00699,103,AGE_GROUP_16,-0.1731,0.1039,2.7769,1,0.0956
I00699,103,AGE_GROUP_17,0,,,0,
I00699,103,AGE_GROUP_18,0.2898,0.0843,11.8215,1,0.0006
I00699,103,AGE_GROUP_19,0.5896,0.0814,52.4348,1,0
I00699,103,AGE_GROUP_20,1.0773,0.0809,177.4556,1,0
I00699,103,AGE_GROUP_21,0,,,0,
I00699,103,BIRTHWEIGHT_6,0,,,0,
I00699,103,CHARLSON_INDEX_1,0,,,0,
I00699,103,CHARLSON_INDEX_2,0.2532,0.1216,4.3324,1,0.0374
I00699,103,CHARLSON_INDEX_3,1.6305,0.0778,439.342,1,0
I00699,103,GENDER_1,0,,,0,
I00699,103,GENDER_2,0.3249,0.0592,30.1346,1,0
I00699,103,GENDER_3,0,,,0,
I00699,103,Intercept,-5.5484,0.1236,2016.1246,1,0
I00699,103,YEAR_INDEX_1,0,,,0,
I00699,103,YEAR_INDEX_2,0.101,0.0583,2.9952,1,0.0835
I00699,103,YEAR_INDEX_3,0.055,0.0605,0.8245,1,0.3639
I00699,104,ADMIMETH_1,-2.1609,0.1773,148.4731,1,0
I00699,104,ADMIMETH_2,0,,,0,
I00699,104,ADMIMETH_3,0,,,0,
I00699,104,ADMISSION_MONTH_1,-0.0275,0.2189,0.0158,1,0.9001
I00699,104,ADMISSION_MONTH_2,0.1551,0.2106,0.5426,1,0.4613
I00699,104,ADMISSION_MONTH_3,-0.0167,0.2136,0.0061,1,0.9376
I00699,104,ADMISSION_MONTH_4,-0.1093,0.2268,0.2322,1,0.6299
I00699,104,ADMISSION_MONTH_5,-0.2786,0.2264,1.5136,1,0.2186
I00699,104,ADMISSION_MONTH_6,0.0665,0.2094,0.1008,1,0.7509
I00699,104,ADMISSION_MONTH_7,-0.2406,0.2246,1.1481,1,0.284
I00699,104,ADMISSION_MONTH_8,-0.0916,0.2147,0.1818,1,0.6698
I00699,104,ADMISSION_MONTH_9,-0.1371,0.2173,0.3984,1,0.5279
I00699,104,ADMISSION_MONTH_10,-0.0674,0.2124,0.1008,1,0.7509
I00699,104,ADMISSION_MONTH_11,0,,,0,
I00699,104,ADMISSION_MONTH_12,0.0101,0.2162,0.0022,1,0.9629
I00699,104,AGE_GROUP_1,-14.6613,1004.3879,0.0002,1,0.9884
I00699,104,AGE_GROUP_2,-14.7452,572.6889,0.0007,1,0.9795
I00699,104,AGE_GROUP_3,-14.8129,468.4354,0.001,1,0.9748
I00699,104,AGE_GROUP_4,-14.9687,335.5633,0.002,1,0.9644
I00699,104,AGE_GROUP_5,-14.9325,361.1152,0.0017,1,0.967
I00699,104,AGE_GROUP_6,-3.0771,1.0129,9.2288,1,0.0024
I00699,104,AGE_GROUP_7,-2.2665,0.7247,9.7801,1,0.0018
I00699,104,AGE_GROUP_8,-2.9414,1.012,8.4472,1,0.0037
I00699,104,AGE_GROUP_9,-2.1199,0.7231,8.5943,1,0.0034
I00699,104,AGE_GROUP_10,-1.177,0.47,6.2702,1,0.0123
I00699,104,AGE_GROUP_11,-0.6943,0.3617,3.6852,1,0.0549
I00699,104,AGE_GROUP_12,-0.5277,0.2998,3.0981,1,0.0784
I00699,104,AGE_GROUP_13,-0.5126,0.2653,3.7328,1,0.0534
I00699,104,AGE_GROUP_14,-0.4544,0.243,3.4974,1,0.0615
I00699,104,AGE_GROUP_15,0.0906,0.1986,0.2082,1,0.6482
I00699,104,AGE_GROUP_16,0,,,0,
I00699,104,AGE_GROUP_17,0.2057,0.1752,1.3788,1,0.2403
I00699,104,AGE_GROUP_18,0.5089,0.171,8.8525,1,0.0029
I00699,104,AGE_GROUP_19,1.0017,0.1661,36.3901,1,0
I00699,104,AGE_GROUP_20,1.2679,0.1799,49.6606,1,0
I00699,104,AGE_GROUP_21,0,,,0,
I00699,104,BIRTHWEIGHT_6,0,,,0,
I00699,104,CHARLSON_INDEX_1,0,,,0,
I00699,104,CHARLSON_INDEX_2,0.6003,0.1893,10.0505,1,0.0015
I00699,104,CHARLSON_INDEX_3,2.136,0.1373,242.0324,1,0
I00699,104,GENDER_1,0,,,0,
I00699,104,GENDER_2,-14.4872,2407.5839,0,1,0.9952
I00699,104,GENDER_3,0,,,0,
I00699,104,Intercept,-6.1094,0.2344,679.0566,1,0
I00699,104,YEAR_INDEX_1,0,,,0,
I00699,104,YEAR_INDEX_2,0.0418,0.1061,0.1554,1,0.6934
I00699,104,YEAR_INDEX_3,-0.053,0.1136,0.2172,1,0.6412
I00699,105,ADMIMETH_1,-2.6315,0.1869,198.3213,1,0
I00699,105,ADMIMETH_2,0,,,0,
I00699,105,ADMIMETH_3,0,,,0,
I00699,105,ADMISSION_MONTH_1,-0.2599,0.253,1.0555,1,0.3043
I00699,105,ADMISSION_MONTH_2,-0.2442,0.2445,0.9976,1,0.3179
I00699,105,ADMISSION_MONTH_3,-0.0197,0.2238,0.0077,1,0.9299
I00699,105,ADMISSION_MONTH_4,0.0782,0.233,0.1128,1,0.737
I00699,105,ADMISSION_MONTH_5,-0.1972,0.2356,0.7001,1,0.4028
I00699,105,ADMISSION_MONTH_6,0.118,0.2202,0.287,1,0.5921
I00699,105,ADMISSION_MONTH_7,-0.0562,0.2238,0.0631,1,0.8017
I00699,105,ADMISSION_MONTH_8,0.2506,0.2087,1.4414,1,0.2299
I00699,105,ADMISSION_MONTH_9,0,,,0,
I00699,105,ADMISSION_MONTH_10,0.1336,0.2163,0.3815,1,0.5368
I00699,105,ADMISSION_MONTH_11,-0.1367,0.2355,0.3368,1,0.5617
I00699,105,ADMISSION_MONTH_12,0.0649,0.2272,0.0816,1,0.7752
I00699,105,AGE_GROUP_1,-12.127,1771.2631,0,1,0.9945
I00699,105,AGE_GROUP_2,1.203,1.0857,1.2279,1,0.2678
I00699,105,AGE_GROUP_3,-12.3043,933.9372,0.0002,1,0.9895
I00699,105,AGE_GROUP_4,-12.5607,525.0184,0.0006,1,0.9809
I00699,105,AGE_GROUP_5,-1.1089,1.0609,1.0926,1,0.2959
I00699,105,AGE_GROUP_6,-13.0623,291.9528,0.002,1,0.9643
I00699,105,AGE_GROUP_7,-1.8689,1.0608,3.1042,1,0.0781
I00699,105,AGE_GROUP_8,0,,,0,
I00699,105,AGE_GROUP_9,-0.6929,0.6772,1.0469,1,0.3062
I00699,105,AGE_GROUP_10,-0.6287,0.6773,0.8616,1,0.3533
I00699,105,AGE_GROUP_11,0.7211,0.4656,2.3983,1,0.1215
I00699,105,AGE_GROUP_12,0.5802,0.519,1.2496,1,0.2636
I00699,105,AGE_GROUP_13,1.9006,0.4371,18.9084,1,0
I00699,105,AGE_GROUP_14,2.4788,0.4174,35.2699,1,0
I00699,105,AGE_GROUP_15,2.8778,0.4034,50.8988,1,0
I00699,105,AGE_GROUP_16,3.1296,0.3882,64.9883,1,0
I00699,105,AGE_GROUP_17,2.9977,0.3905,58.9277,1,0
I00699,105,AGE_GROUP_18,3.3642,0.3844,76.6133,1,0
I00699,105,AGE_GROUP_19,3.8018,0.3824,98.8581,1,0
I00699,105,AGE_GROUP_20,4.1741,0.3832,118.6418,1,0
I00699,105,AGE_GROUP_21,0,,,0,
I00699,105,BIRTHWEIGHT_6,0,,,0,
I00699,105,CHARLSON_INDEX_1,0,,,0,
I00699,105,CHARLSON_INDEX_2,0.4348,0.207,4.4136,1,0.0357
I00699,105,CHARLSON_INDEX_3,2.1098,0.1406,225.1183,1,0
I00699,105,GENDER_1,2.4985,0.6607,14.3004,1,0.0002
I00699,105,GENDER_2,0,,,0,
I00699,105,GENDER_3,0,,,0,
I00699,105,Intercept,-8.2166,0.3913,440.9093,1,0
I00699,105,YEAR_INDEX_1,0,,,0,
I00699,105,YEAR_INDEX_2,-0.0993,0.1143,0.7551,1,0.3849
I00699,105,YEAR_INDEX_3,-0.098,0.1191,0.6762,1,0.4109
I00699,106,ADMIMETH_1,-0.8818,0.7132,1.5284,1,0.2164
I00699,106,ADMIMETH_2,0,,,0,
I00699,106,ADMIMETH_3,0,,,0,
I00699,106,ADMISSION_MONTH_1,-0.0005,0.3853,0,1,0.999
I00699,106,ADMISSION_MONTH_2,-0.2435,0.4142,0.3457,1,0.5566
I00699,106,ADMISSION_MONTH_3,-0.5471,0.4433,1.5229,1,0.2172
I00699,106,ADMISSION_MONTH_4,0.1438,0.3781,0.1447,1,0.7037
I00699,106,ADMISSION_MONTH_5,-0.1054,0.3935,0.0718,1,0.7888
I00699,106,ADMISSION_MONTH_6,-0.2112,0.4031,0.2744,1,0.6004
I00699,106,ADMISSION_MONTH_7,-0.5621,0.4433,1.6074,1,0.2049
I00699,106,ADMISSION_MONTH_8,-0.6857,0.463,2.1932,1,0.1386
I00699,106,ADMISSION_MONTH_9,-0.1826,0.3936,0.2153,1,0.6426
I00699,106,ADMISSION_MONTH_10,0,,,0,
I00699,106,ADMISSION_MONTH_11,-0.2835,0.4142,0.4685,1,0.4937
I00699,106,ADMISSION_MONTH_12,0.1475,0.3718,0.1573,1,0.6916
I00699,106,AGE_GROUP_1,-10.3486,3933.5549,0,1,0.9979
I00699,106,AGE_GROUP_2,-10.8102,17640.8092,0,1,0.9995
I00699,106,AGE_GROUP_3,-10.5959,31580.3043,0,1,0.9997
I00699,106,AGE_GROUP_4,-10.8436,1367.5432,0.0001,1,0.9937
I00699,106,AGE_GROUP_5,-1.7123,1.0079,2.8862,1,0.0893
I00699,106,AGE_GROUP_6,-1.009,0.3562,8.0227,1,0.0046
I00699,106,AGE_GROUP_7,-0.6161,0.2323,7.033,1,0.008
I00699,106,AGE_GROUP_8,0,,,0,
I00699,106,AGE_GROUP_9,-0.4219,0.2468,2.9208,1,0.0874
I00699,106,AGE_GROUP_10,0.2585,0.3267,0.6263,1,0.4287
I00699,106,AGE_GROUP_11,-10.9949,320.7699,0.0012,1,0.9727
I00699,106,AGE_GROUP_12,-10.8858,951.8524,0.0001,1,0.9909
I00699,106,AGE_GROUP_13,-11.1507,1328.9838,0.0001,1,0.9933
I00699,106,AGE_GROUP_14,-11.0528,2764.0976,0,1,0.9968
I00699,106,AGE_GROUP_15,-10.372,14519.0028,0,1,0.9994
I00699,106,AGE_GROUP_16,-8.7267,2921.0775,0,1,0.9976
I00699,106,AGE_GROUP_17,-10.9072,21981.1559,0,1,0.9996
I00699,106,AGE_GROUP_18,-10.6112,42536.5696,0,1,0.9998
I00699,106,AGE_GROUP_19,-9.0983,19961.8967,0,1,0.9996
I00699,106,AGE_GROUP_20,-10.8326,22873.92,0,1,0.9996
I00699,106,AGE_GROUP_21,0,,,0,
I00699,106,BIRTHWEIGHT_6,0,,,0,
I00699,106,CHARLSON_INDEX_1,0,,,0,
I00699,106,CHARLSON_INDEX_2,0.6489,0.2643,6.0301,1,0.0141
I00699,106,CHARLSON_INDEX_3,4.279,0.2237,365.8963,1,0
I00699,106,GENDER_1,-10.3807,1147.5561,0.0001,1,0.9928
I00699,106,GENDER_2,0,,,0,
I00699,106,GENDER_3,0,,,0,
I00699,106,Intercept,-10.1429,0.3193,1009.3871,1,0
I00699,106,YEAR_INDEX_1,0,,,0,
I00699,106,YEAR_INDEX_2,-0.2743,0.2492,1.2121,1,0.2709
I00699,106,YEAR_INDEX_3,0.7067,0.2028,12.1484,1,0.0005
I00699,107,ADMIMETH_1,-0.8746,0.1689,26.8006,1,0
I00699,107,ADMIMETH_2,0,,,0,
I00699,107,ADMIMETH_3,0,,,0,
I00699,107,ADMISSION_MONTH_1,0.2526,0.0655,14.8803,1,0.0001
I00699,107,ADMISSION_MONTH_2,0.1491,0.0665,5.0287,1,0.0249
I00699,107,ADMISSION_MONTH_3,0.0417,0.0669,0.3884,1,0.5331
I00699,107,ADMISSION_MONTH_4,0.1122,0.0673,2.7797,1,0.0955
I00699,107,ADMISSION_MONTH_5,-0.0075,0.0662,0.0129,1,0.9097
I00699,107,ADMISSION_MONTH_6,-0.0886,0.0667,1.7628,1,0.1843
I00699,107,ADMISSION_MONTH_7,-0.0786,0.0663,1.4055,1,0.2358
I00699,107,ADMISSION_MONTH_8,0,,,0,
I00699,107,ADMISSION_MONTH_9,-0.009,0.0658,0.0188,1,0.891
I00699,107,ADMISSION_MONTH_10,0.1106,0.0654,2.8644,1,0.0906
I00699,107,ADMISSION_MONTH_11,0.1352,0.0656,4.242,1,0.0394
I00699,107,ADMISSION_MONTH_12,0.1946,0.0655,8.823,1,0.003
I00699,107,AGE_GROUP_1,-12.7778,177.1278,0.0052,1,0.9425
I00699,107,AGE_GROUP_2,-12.8279,132.8923,0.0093,1,0.9231
I00699,107,AGE_GROUP_3,-12.8174,153.3333,0.007,1,0.9334
I00699,107,AGE_GROUP_4,-2.7532,1.0034,7.5285,1,0.0061
I00699,107,AGE_GROUP_5,-3.6896,1.0034,13.522,1,0.0002
I00699,107,AGE_GROUP_6,-3.0867,0.5831,28.0216,1,0
I00699,107,AGE_GROUP_7,-1.7732,0.2889,37.6718,1,0
I00699,107,AGE_GROUP_8,-2.0907,0.3262,41.0766,1,0
I00699,107,AGE_GROUP_9,-1.1087,0.2049,29.2839,1,0
I00699,107,AGE_GROUP_10,-0.8917,0.1822,23.9617,1,0
I00699,107,AGE_GROUP_11,-0.5079,0.1518,11.1976,1,0.0008
I00699,107,AGE_GROUP_12,-0.2913,0.1287,5.1259,1,0.0236
I00699,107,AGE_GROUP_13,0,,,0,
I00699,107,AGE_GROUP_14,0.2578,0.1049,6.0412,1,0.014
I00699,107,AGE_GROUP_15,0.5681,0.0974,33.9884,1,0
I00699,107,AGE_GROUP_16,0.92,0.0893,106.2008,1,0
I00699,107,AGE_GROUP_17,1.1575,0.0862,180.1208,1,0
I00699,107,AGE_GROUP_18,1.4479,0.0845,293.7687,1,0
I00699,107,AGE_GROUP_19,1.691,0.0839,405.8597,1,0
I00699,107,AGE_GROUP_20,2.1478,0.0835,661.09,1,0
I00699,107,AGE_GROUP_21,0,,,0,
I00699,107,BIRTHWEIGHT_6,0,,,0,
I00699,107,CHARLSON_INDEX_1,0,,,0,
I00699,107,CHARLSON_INDEX_2,0.4089,0.0668,37.4252,1,0
I00699,107,CHARLSON_INDEX_3,1.7645,0.0487,1311.5438,1,0
I00699,107,GENDER_1,0,,,0,
I00699,107,GENDER_2,0.0477,0.0282,2.8667,1,0.0904
I00699,107,GENDER_3,0,,,0,
I00699,107,Intercept,-6.0008,0.0985,3712.2315,1,0
I00699,107,YEAR_INDEX_1,0,,,0,
I00699,107,YEAR_INDEX_2,-0.0574,0.0328,3.0673,1,0.0799
I00699,107,YEAR_INDEX_3,-0.0435,0.0344,1.5941,1,0.2067
I00699,108,ADMIMETH_1,-1.7085,0.1549,121.6562,1,0
I00699,108,ADMIMETH_2,0,,,0,
I00699,108,ADMIMETH_3,0,,,0,
I00699,108,ADMISSION_MONTH_1,0.1623,0.0878,3.4121,1,0.0647
I00699,108,ADMISSION_MONTH_2,0.0334,0.0884,0.1425,1,0.7058
I00699,108,ADMISSION_MONTH_3,0.0574,0.0868,0.437,1,0.5086
I00699,108,ADMISSION_MONTH_4,-0.0374,0.0912,0.1684,1,0.6815
I00699,108,ADMISSION_MONTH_5,0.013,0.0862,0.0229,1,0.8797
I00699,108,ADMISSION_MONTH_6,0,,,0,
I00699,108,ADMISSION_MONTH_7,-0.0279,0.086,0.1053,1,0.7455
I00699,108,ADMISSION_MONTH_8,-0.0493,0.0862,0.3274,1,0.5672
I00699,108,ADMISSION_MONTH_9,0.0455,0.0851,0.2861,1,0.5927
I00699,108,ADMISSION_MONTH_10,0.1087,0.0847,1.6464,1,0.1995
I00699,108,ADMISSION_MONTH_11,0.1675,0.0856,3.8316,1,0.0503
I00699,108,ADMISSION_MONTH_12,0.1516,0.0874,3.0104,1,0.0827
I00699,108,AGE_GROUP_1,0,,,0,
I00699,108,AGE_GROUP_2,-12.7496,163.9071,0.0061,1,0.938
I00699,108,AGE_GROUP_3,-1.3714,0.7438,3.3996,1,0.0652
I00699,108,AGE_GROUP_4,-12.6834,227.3117,0.0031,1,0.9555
I00699,108,AGE_GROUP_5,-12.6714,238.4655,0.0028,1,0.9576
I00699,108,AGE_GROUP_6,-1.3583,0.7438,3.335,1,0.0678
I00699,108,AGE_GROUP_7,-1.6512,0.7438,4.9281,1,0.0264
I00699,108,AGE_GROUP_8,-1.9107,0.7438,6.5979,1,0.0102
I00699,108,AGE_GROUP_9,-0.2862,0.3799,0.5673,1,0.4513
I00699,108,AGE_GROUP_10,0.0466,0.3305,0.0199,1,0.8878
I00699,108,AGE_GROUP_11,0.3217,0.2994,1.1545,1,0.2826
I00699,108,AGE_GROUP_12,0.5398,0.2746,3.8633,1,0.0494
I00699,108,AGE_GROUP_13,0.9218,0.2583,12.7395,1,0.0004
I00699,108,AGE_GROUP_14,1.39,0.2481,31.3798,1,0
I00699,108,AGE_GROUP_15,1.6541,0.2448,45.6683,1,0
I00699,108,AGE_GROUP_16,1.8957,0.2412,61.7707,1,0
I00699,108,AGE_GROUP_17,2.2463,0.239,88.3225,1,0
I00699,108,AGE_GROUP_18,2.6207,0.2381,121.1503,1,0
I00699,108,AGE_GROUP_19,2.8705,0.2381,145.3062,1,0
I00699,108,AGE_GROUP_20,3.3791,0.238,201.5721,1,0
I00699,108,AGE_GROUP_21,0,,,0,
I00699,108,BIRTHWEIGHT_6,0,,,0,
I00699,108,CHARLSON_INDEX_1,0,,,0,
I00699,108,CHARLSON_INDEX_2,0.7565,0.0856,78.0461,1,0
I00699,108,CHARLSON_INDEX_3,1.9493,0.0645,914.1574,1,0
I00699,108,GENDER_1,0,,,0,
I00699,108,GENDER_2,0.1098,0.0362,9.2099,1,0.0024
I00699,108,GENDER_3,0,,,0,
I00699,108,Intercept,-6.8243,0.2392,813.9861,1,0
I00699,108,YEAR_INDEX_1,0,,,0,
I00699,108,YEAR_INDEX_2,-0.0646,0.0423,2.3355,1,0.1265
I00699,108,YEAR_INDEX_3,-0.0439,0.0446,0.9687,1,0.325
I00699,109,ADMIMETH_1,-1.6004,0.1591,101.2065,1,0
I00699,109,ADMIMETH_2,0,,,0,
I00699,109,ADMIMETH_3,0,,,0,
I00699,109,ADMISSION_MONTH_1,-0.2228,0.1483,2.2553,1,0.1332
I00699,109,ADMISSION_MONTH_2,-0.2081,0.1447,2.0662,1,0.1506
I00699,109,ADMISSION_MONTH_3,-0.1328,0.1411,0.8856,1,0.3467
I00699,109,ADMISSION_MONTH_4,0.0398,0.1389,0.082,1,0.7746
I00699,109,ADMISSION_MONTH_5,-0.2308,0.1401,2.7155,1,0.0994
I00699,109,ADMISSION_MONTH_6,-0.1478,0.1362,1.1773,1,0.2779
I00699,109,ADMISSION_MONTH_7,-0.1217,0.1366,0.7942,1,0.3728
I00699,109,ADMISSION_MONTH_8,-0.0039,0.1333,0.0008,1,0.9768
I00699,109,ADMISSION_MONTH_9,0,,,0,
I00699,109,ADMISSION_MONTH_10,-0.0376,0.1361,0.0761,1,0.7827
I00699,109,ADMISSION_MONTH_11,0.2327,0.1324,3.0907,1,0.0787
I00699,109,ADMISSION_MONTH_12,0.1109,0.1383,0.6426,1,0.4228
I00699,109,AGE_GROUP_1,-13.2051,515.93,0.0007,1,0.9796
I00699,109,AGE_GROUP_2,-13.4005,245.9821,0.003,1,0.9566
I00699,109,AGE_GROUP_3,-13.358,263.29,0.0026,1,0.9595
I00699,109,AGE_GROUP_4,-2.1846,1.0106,4.6725,1,0.0306
I00699,109,AGE_GROUP_5,-13.18,357.7534,0.0014,1,0.9706
I00699,109,AGE_GROUP_6,-1.5695,1.0102,2.4138,1,0.1203
I00699,109,AGE_GROUP_7,-1.2294,0.7205,2.912,1,0.0879
I00699,109,AGE_GROUP_8,-1.7173,0.7196,5.6953,1,0.017
I00699,109,AGE_GROUP_9,-1.6196,0.592,7.4856,1,0.0062
I00699,109,AGE_GROUP_10,-1.5928,0.5161,9.5237,1,0.002
I00699,109,AGE_GROUP_11,-0.795,0.3044,6.8192,1,0.009
I00699,109,AGE_GROUP_12,-0.7304,0.2558,8.1493,1,0.0043
I00699,109,AGE_GROUP_13,-0.7249,0.2258,10.3067,1,0.0013
I00699,109,AGE_GROUP_14,0,,,0,
I00699,109,AGE_GROUP_15,0.2595,0.1682,2.381,1,0.1228
I00699,109,AGE_GROUP_16,0.8718,0.1481,34.6713,1,0
I00699,109,AGE_GROUP_17,1.2335,0.141,76.5739,1,0
I00699,109,AGE_GROUP_18,1.4457,0.1406,105.6694,1,0
I00699,109,AGE_GROUP_19,1.8902,0.1392,184.4133,1,0
I00699,109,AGE_GROUP_20,2.2883,0.1442,251.9169,1,0
I00699,109,AGE_GROUP_21,0,,,0,
I00699,109,BIRTHWEIGHT_6,0,,,0,
I00699,109,CHARLSON_INDEX_1,0,,,0,
I00699,109,CHARLSON_INDEX_2,0.1403,0.1404,0.999,1,0.3176
I00699,109,CHARLSON_INDEX_3,1.3467,0.1062,160.7257,1,0
I00699,109,GENDER_1,0,,,0,
I00699,109,GENDER_2,0.1759,0.0603,8.5019,1,0.0035
I00699,109,GENDER_3,0,,,0,
I00699,109,Intercept,-4.7274,0.183,667.2307,1,0
I00699,109,YEAR_INDEX_1,0,,,0,
I00699,109,YEAR_INDEX_2,-0.2526,0.0689,13.4263,1,0.0002
I00699,109,YEAR_INDEX_3,-0.1654,0.0719,5.2861,1,0.0215
I00699,110,ADMIMETH_1,-2.867,0.5017,32.6544,1,0
I00699,110,ADMIMETH_2,0,,,0,
I00699,110,ADMIMETH_3,0,,,0,
I00699,110,ADMISSION_MONTH_1,0.1909,0.1177,2.6273,1,0.105
I00699,110,ADMISSION_MONTH_2,0.0443,0.1213,0.1331,1,0.7153
I00699,110,ADMISSION_MONTH_3,-0.1208,0.1236,0.9546,1,0.3286
I00699,110,ADMISSION_MONTH_4,0.1736,0.1153,2.2685,1,0.132
I00699,110,ADMISSION_MONTH_5,-0.1522,0.1194,1.6248,1,0.2024
I00699,110,ADMISSION_MONTH_6,0,,,0,
I00699,110,ADMISSION_MONTH_7,0.0819,0.1139,0.5171,1,0.4721
I00699,110,ADMISSION_MONTH_8,0.0758,0.115,0.4344,1,0.5099
I00699,110,ADMISSION_MONTH_9,0.1927,0.112,2.9585,1,0.0854
I00699,110,ADMISSION_MONTH_10,0.0928,0.116,0.6398,1,0.4238
I00699,110,ADMISSION_MONTH_11,0.282,0.1124,6.2981,1,0.0121
I00699,110,ADMISSION_MONTH_12,0.3267,0.1121,8.4883,1,0.0036
I00699,110,AGE_GROUP_1,-14.6562,1148.4544,0.0002,1,0.9898
I00699,110,AGE_GROUP_2,-14.6803,282.713,0.0027,1,0.9586
I00699,110,AGE_GROUP_3,-14.654,265.2766,0.0031,1,0.9559
I00699,110,AGE_GROUP_4,-14.6162,264.7571,0.003,1,0.956
I00699,110,AGE_GROUP_5,-14.4242,323.2886,0.002,1,0.9644
I00699,110,AGE_GROUP_6,-2.3322,0.7113,10.7488,1,0.001
I00699,110,AGE_GROUP_7,-2.6592,0.711,13.9877,1,0.0002
I00699,110,AGE_GROUP_8,-2.9012,0.7108,16.6586,1,0
I00699,110,AGE_GROUP_9,-1.926,0.4142,21.6171,1,0
I00699,110,AGE_GROUP_10,-3.1869,0.7104,20.1273,1,0
I00699,110,AGE_GROUP_11,-1.8467,0.3223,32.8374,1,0
I00699,110,AGE_GROUP_12,-1.7787,0.2568,47.9848,1,0
I00699,110,AGE_GROUP_13,-1.3276,0.1911,48.2775,1,0
I00699,110,AGE_GROUP_14,-1.2366,0.167,54.8112,1,0
I00699,110,AGE_GROUP_15,-0.8105,0.132,37.6849,1,0
I00699,110,AGE_GROUP_16,-0.731,0.1053,48.172,1,0
I00699,110,AGE_GROUP_17,-0.4669,0.0863,29.2966,1,0
I00699,110,AGE_GROUP_18,-0.2966,0.0749,15.6622,1,0.0001
I00699,110,AGE_GROUP_19,0,,,0,
I00699,110,AGE_GROUP_20,0.4392,0.0643,46.6222,1,0
I00699,110,AGE_GROUP_21,0,,,0,
I00699,110,BIRTHWEIGHT_6,0,,,0,
I00699,110,CHARLSON_INDEX_1,0,,,0,
I00699,110,CHARLSON_INDEX_2,0.3674,0.1102,11.1215,1,0.0009
I00699,110,CHARLSON_INDEX_3,1.4872,0.078,363.6365,1,0
I00699,110,GENDER_1,0.4171,0.0486,73.5528,1,0
I00699,110,GENDER_2,0,,,0,
I00699,110,GENDER_3,0,,,0,
I00699,110,Intercept,-4.9272,0.123,1604.2766,1,0
I00699,110,YEAR_INDEX_1,0,,,0,
I00699,110,YEAR_INDEX_2,0.0037,0.0586,0.0041,1,0.9491
I00699,110,YEAR_INDEX_3,-0.0335,0.0602,0.3102,1,0.5776
I00699,111,ADMIMETH_1,-1.9423,0.1444,180.9227,1,0
I00699,111,ADMIMETH_2,0,,,0,
I00699,111,ADMIMETH_3,0,,,0,
I00699,111,ADMISSION_MONTH_1,0.1947,0.1164,2.7977,1,0.0944
I00699,111,ADMISSION_MONTH_2,-0.001,0.1189,0.0001,1,0.9934
I00699,111,ADMISSION_MONTH_3,0,,,0,
I00699,111,ADMISSION_MONTH_4,0.1364,0.1151,1.4042,1,0.236
I00699,111,ADMISSION_MONTH_5,0.1347,0.1103,1.4928,1,0.2218
I00699,111,ADMISSION_MONTH_6,0.124,0.1102,1.2669,1,0.2604
